timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,satellites_used,battery_remaining,gps_lat_variance,gps_lon_variance,gps_window_filled
1783662695.7004762,-0.056829408,-0.07985423,-12.919538,-0.0030545457,0.00751353,-2.9192448,10,0.8032112121582031,7.259903331066966e-15,1.4058142782675667e-14,1
1783662695.8003407,-0.057248466,-0.08104658,-13.221272,-0.0002754919,0.0044205934,-2.869936,10,0.7865457534790039,7.414688818341687e-15,1.4205750034156865e-14,1
1783662695.9004078,-0.056998905,-0.08192309,-13.494909,0.0023635894,0.0025067779,-2.8518312,10,0.7865457534790039,7.80617395959624e-15,1.4209566779169296e-14,1
1783662696.0006235,-0.056442354,-0.08242322,-13.7895,0.0049495413,0.0017276658,-2.8536284,10,0.7865457534790039,9.709712116780567e-15,1.3344124815400638e-14,1
1783662696.1003835,-0.056181323,-0.082558736,-14.061679,0.00665831,0.0024878695,-2.8661106,10,0.7865457534790039,9.98920316429433e-15,1.2471620943038218e-14,1
1783662696.2004592,-0.056416195,-0.08223434,-14.357843,0.0072877165,0.0034579504,-2.8841279,10,0.7865457534790039,1.7458441436766625e-14,1.0115948530456488e-14,1
1783662696.3004088,-0.057180095,-0.08162487,-14.632685,0.007284116,0.00463712,-2.9019415,10,0.7865457534790039,1.6837589389974347e-14,9.849222611058194e-15,1
1783662696.4005404,-0.05798733,-0.08104912,-14.931774,0.00719349,0.005466509,-2.9188666,10,0.7865457534790039,1.2405452782956644e-14,1.0458458809687425e-14,1
1783662696.5006287,-0.05855271,-0.08074295,-15.208284,0.0071967905,0.0055092275,-2.9303195,10,0.7865457534790039,8.742165663650398e-15,1.350218343810736e-14,1
1783662696.6004984,-0.058930483,-0.08059463,-15.5086355,0.0074252933,0.005205933,-2.9398878,10,0.7865457534790039,8.675602489478106e-15,2.0762738075811985e-14,1
1783662696.7004418,-0.059049163,-0.08087344,-15.7864065,0.008076965,0.004455664,-2.9459474,10,0.7865457534790039,8.401386387228016e-15,2.4787320975547587e-14,1
1783662696.8005984,-0.058568735,-0.081042044,-16.087515,0.009112126,0.0037786027,-2.951195,10,0.7698802947998047,7.226973907801868e-15,2.0195894066730362e-14,1
1783662696.9004607,-0.058223113,-0.0809833,-16.365538,0.009930708,0.0033830234,-2.9543533,10,0.7698802947998047,5.4000276976969166e-15,2.071611230390673e-14,1
1783662697.0004084,-0.058304895,-0.080755055,-16.667095,0.010212478,0.003143106,-2.9573712,10,0.7698802947998047,7.933205704127479e-15,1.385851185649677e-14,1
1783662697.1005287,-0.058102567,-0.0805724,-16.945662,0.010522147,0.0030774495,-2.9596772,10,0.7698802947998047,7.521710112429282e-15,1.0529930677345871e-14,1
1783662697.2003887,-0.05771861,-0.080810696,-17.247446,0.011017253,0.0026350883,-2.9620416,10,0.7698802947998047,8.368417589582667e-15,1.3170236099531225e-14,1
1783662697.3004792,-0.05730819,-0.081938185,-17.52595,0.011460546,0.0013031707,-2.9640338,10,0.7698802947998047,1.0341082024248482e-14,2.1661095935598368e-14,1
1783662697.400476,-0.057366382,-0.083919,-17.827827,0.011044916,-5.4757344e-05,-2.9661689,10,0.7698802947998047,1.2602275786780219e-14,3.2791036050705096e-14,1
1783662697.5003989,-0.05803386,-0.086177036,-18.106195,0.010390047,-0.0011281198,-2.9679186,10,0.7698802947998047,1.3242826301958904e-14,3.2486051217540953e-14,1
1783662697.6003675,-0.05866607,-0.08787433,-18.40735,0.009752103,-0.000995686,-2.9693894,10,0.7698802947998047,1.561348691824334e-14,2.232589305772653e-14,1
